pos.TSS	pos.TES	nb.TSS	nb.TES	RNA-seq	coverage
Pa_2_3200.G	1466766;1466803;1466844;1466750;1466758;1466771;1466753;1466750;1466732;1466746;1466746;1466745;1466747	1464155;1464165;1464170;1464184;1464176;1464188;1464186;1464182;1464175;1464170;1464179;1464175;1464181	11	11	ERR2224046;ERR2224048;ERR2224050;SRR3197701;SRR3197704;SRR3197705;SRR3197709;SRR3197711;SRR6960209;SRR6960217;SRR6960219;SRR6960221;SRR6960222	100
Pa_2_3210.G	1467066;1467157	1469532;1469684	2	2	ERR2224051;SRR6960219	25
Pa_2_3220.G	NA	NA	NA	NA	NA	NA
Pa_2_3230.G	1475534;1475471;1475577	1474381;1474356;1474356	3	2	SRR6960216;SRR6960218;SRR6960221	25
Pa_2_3240.G	1475803	1477500	1	1	ERR2224050	100
Pa_2_3250.G	NA	NA	NA	NA	NA	NA
Pa_2_3260.G	1481144	1479146	1	1	SRR3197706	25
Pa_2_3270.G	1487388	1483835	1	1	ERR2224051	25
Pa_2_3280.G	1491643;1491672;1491887;1491741	1495467;1495473;1495476;1495471	4	4	ERR2224048;SRR6960209;SRR6960218;SRR6960221	25
Pa_2_3290.G	1496806	1500689	1	1	ERR2224050	250
Pa_2_3295.G	NA	NA	NA	NA	NA	NA
Pa_2_3300.G	1504113;1504103;1504110	1505222;1505445;1505420	3	3	SRR3197711;SRR6960217;SRR6960222	25
Pa_2_3310.G	1507465	1505584	1	1	SRR3197711	100
Pa_2_3320.G	1512551	1508218	1	1	SRR6960216	10
Pa_2_3330.G	1512897	1515086	1	1	SRR3197710	100
Pa_2_3332.G	NA	NA	NA	NA	NA	NA
Pa_2_3335.G	NA	NA	NA	NA	NA	NA
Pa_2_3338.G	1523067;1523050;1523083	1523891;1524273;1524403	3	3	ERR2224049;ERR2224051;SRR3197700	10
Pa_2_3340.G	1531838	1528755	1	1	SRR6960217	50
Pa_2_3350.G	1537073	1538671	1	1	ERR2224051	2500
Pa_2_3355.G	1539134;1539100	1540081;1540140	2	2	ERR2224051;SRR3197701	100
Pa_2_3370.G	NA	NA	NA	NA	NA	NA
Pa_2_3380.G	1547334	1548204	1	1	ERR2224050	75
Pa_2_3390.G	NA	NA	NA	NA	NA	NA
Pa_2_3395.G	NA	NA	NA	NA	NA	NA
Pa_2_3400.G	1560673;1560366;1560283;1560270;1560323;1560615;1560301;1560305;1559218;1560560;1560264;1560250	1557736;1557304;1557239;1557235;1557259;1557237;1557304;1557240;1557240;1557235;1557305;1557259	12	8	ERR2224046;SRR3197700;SRR3197701;SRR3197702;SRR3197704;SRR3197705;SRR3197709;SRR3197710;SRR3197711;SRR6960209;SRR6960219;SRR6960221	100
Pa_2_3405.G	1562817;1562834	1563691;1563626	2	2	SRR3197710;SRR3197711	100
Pa_2_3410.G	NA	NA	NA	NA	NA	NA
Pa_2_3420.G	1569821;1569937	1571232;1571234	2	2	SRR3197708;SRR6960217	10
Pa_2_3430.G	1573978	1571246	1	1	SRR3197701	100
Pa_2_3440.G	NA	NA	NA	NA	NA	NA
Pa_2_3445.G	NA	NA	NA	NA	NA	NA
Pa_2_3450.G	NA	NA	NA	NA	NA	NA
Pa_2_3460.G	1583043	1585159	1	1	ERR2224051	250
Pa_2_3470.G	NA	NA	NA	NA	NA	NA
Pa_2_3480.G	1587341;1587282	1588533;1588435	2	2	SRR3197710;SRR6960219	500
Pa_2_3490.G	1588949	1590709	1	1	ERR2224048	50
Pa_2_3500.G	1591320;1591337	1593940;1593884	2	2	SRR3197705;SRR3197709	100
Pa_2_3510.G	NA	NA	NA	NA	NA	NA
Pa_2_3520.G	1600396	1602147	1	1	SRR3197710	250
Pa_2_3530.G	NA	NA	NA	NA	NA	NA
Pa_2_3540.G	1605283	1603666	1	1	ERR2224051	500
Pa_2_3545.G	NA	NA	NA	NA	NA	NA
Pa_2_3550.G	1608732	1606866	1	1	ERR2224050	1000
Pa_2_3560.G	1610847;1610687;1610853;1610753	1608939;1608955;1608955;1608910	4	3	SRR6960217;SRR6960218;SRR6960219;SRR6960221	75
Pa_2_3570.G	1620248;1620227	1617879;1617860	2	2	SRR3197710;SRR6960219	25
Pa_2_3590.G	1620449	1622785	1	1	ERR2224051	100
Pa_2_3600.G	NA	NA	NA	NA	NA	NA
Pa_2_3610.G	1624304;1624320;1624298;1624406;1624438;1624439;1624526;1624519;1624317	1628295;1628294;1628235;1629055;1629069;1628985;1628485;1628486;1628485	9	8	ERR2224047;ERR2224048;ERR2224050;SRR3197709;SRR6960209;SRR6960218;SRR6960221;SRR6960222;SRR6960225	25
Pa_2_3620.G	NA	NA	NA	NA	NA	NA
Pa_2_3630.G	1636910	1632779	1	1	SRR6960215	750
Pa_2_3640.G	1649756	1648256	1	1	ERR2224050	100
Pa_2_3650.G	1652945	1649967	1	1	ERR2224051	750
Pa_2_3660.G	1655961;1656032;1655985	1654038;1654038;1654038	3	1	SRR6960209;SRR6960218;SRR6960219	100
Pa_2_3670.G	1659852;1659917;1659831;1659766;1659840;1659755;1659820;1659810	1656967;1656966;1656959;1656885;1656855;1657006;1656872;1656877	8	8	ERR2224047;ERR2224048;SRR6960214;SRR6960215;SRR6960216;SRR6960217;SRR6960220;SRR6960222	100
Pa_2_3680.G	1664556;1664528;1664257	1660263;1660267;1660228	3	3	ERR2224047;SRR3197704;SRR3197705	10
Pa_2_3690.G	1665491	1667343	1	1	ERR2224049	100
Pa_2_3700.G	1668499;1668518;1668532;1668532	1675479;1675446;1675440;1675441	3	4	SRR3197704;SRR3197705;SRR3197709;SRR3197710	10
Pa_2_3710.G	1678826;1678757;1678808;1678662;1678457	1676185;1675776;1675829;1675811;1676174	5	5	SRR3197700;SRR3197704;SRR3197705;SRR3197708;SRR6960219	25
Pa_2_3720.G	1679589	1682011	1	1	ERR2224051	75
Pa_2_3725.G	NA	NA	NA	NA	NA	NA
Pa_2_3730.G	1689181	1685790	1	1	ERR2224050	50
Pa_2_3740.G	1695709;1695899;1695255;1694865;1695498	1689647;1689651;1689624;1689591;1689624	5	4	ERR2224046;ERR2224047;SRR3197701;SRR6960209;SRR6960222	25
Pa_2_3750.G	1696013;1695811;1695621;1695612;1695926;1695906;1695881	1697128;1696998;1697071;1697047;1697095;1697054;1697079	7	7	SRR3197710;SRR6960212;SRR6960214;SRR6960215;SRR6960216;SRR6960222;SRR6960225	10
Pa_2_3760.G	1709695	1706568	1	1	ERR2224050	5000
Pa_2_3770.G	1711805;1711926;1711926;1711921;1711914;1711884;1711940	1712543;1712590;1712701;1712691;1712576;1712610;1712714	6	7	ERR2224050;SRR6960212;SRR6960216;SRR6960217;SRR6960221;SRR6960222;SRR6960223	2500
Pa_2_3780.G	1713895	1712764	1	1	SRR3197710	10
Pa_2_3790.G	1714055	1714908	1	1	ERR2224050	250
Pa_2_3800.G	1717378;1717357;1717359;1717319	1715023;1715011;1714982;1715009	4	4	ERR2224051;SRR3197708;SRR3197709;SRR6960217	100
Pa_2_3810.G	1720667	1717529	1	1	SRR6960222	50
Pa_2_3820.G	1720956	1722195	1	1	SRR6960219	50
Pa_2_3830.G	1723092	1722126	1	1	ERR2224049	100
Pa_2_3840.G	1727271	1723739	1	1	ERR2224049	25
Pa_2_3850.G	1730181;1730181;1730166;1730176;1730189;1730173;1730187;1730175;1730195;1730180;1730167;1730185	1727634;1727638;1727632;1727632;1727624;1727636;1727634;1727648;1727641;1727633;1727622;1727628	11	10	SRR3197710;SRR3197711;SRR6960208;SRR6960212;SRR6960215;SRR6960216;SRR6960217;SRR6960219;SRR6960220;SRR6960222;SRR6960223;SRR6960225	100
Pa_2_3860.G	1731794;1731791;1731811	1730347;1730361;1730377	3	3	SRR3197704;SRR3197705;SRR3197708	2500
Pa_2_3870.G	1736788	1732462	1	1	ERR2224050	75
Pa_2_3880.G	1737211;1737221;1737014;1736977	1738660;1738675;1738572;1738557	4	4	SRR6960207;SRR6960215;SRR6960219;SRR6960221	100
Pa_2_3890.G	1740811;1740811;1740756;1740741;1740757	1738526;1738525;1738516;1738528;1738517	4	5	ERR2224046;ERR2224050;SRR6960213;SRR6960218;SRR6960225	100
Pa_2_3900.G	1742404;1742388	1740980;1741113	2	2	SRR6960219;SRR6960221	100
Pa_2_3910.G	1742590	1744888	1	1	ERR2224050	25
Pa_2_3920.G	1746288	1748196	1	1	ERR2224050	50
Pa_2_3930.G	1753529	1751697	1	1	ERR2224051	500
Pa_2_3940.G	1755784;1755770;1755774;1755752	1757142;1757141;1757141;1757168	4	3	ERR2224047;ERR2224048;ERR2224051;SRR3197700	25
Pa_2_3950.G	NA	NA	NA	NA	NA	NA
Pa_2_3960.G	1761954	1765163	1	1	SRR6960217	10
Pa_2_3970.G	1769250;1769853;1769454	1773470;1773460;1773557	3	3	SRR6960212;SRR6960220;SRR6960225	75
Pa_2_3980.G	1775748;1775765;1775755;1775781	1773457;1773471;1773433;1773473	4	4	SRR3197702;SRR3197704;SRR3197705;SRR3197709	100
Pa_2_3990.G	1778043;1778242	1781385;1781376	2	2	ERR2224048;SRR6960217	75
Pa_2_4000.G	1782881;1782913	1781498;1781498	2	1	SRR6960212;SRR6960225	50
Pa_2_4010.G	1785517	1783215	1	1	ERR2224048	25
Pa_2_4020.G	1786238	1787993	1	1	ERR2224048	25
Pa_2_4030.G	1789669	1790397	1	1	SRR3197710	750
Pa_2_4040.G	NA	NA	NA	NA	NA	NA
Pa_2_4050.G	1791811	1793344	1	1	SRR3197710	500
Pa_2_4060.G	1796598;1796609;1796688;1796672;1796651;1796687;1796693;1796646;1796664;1796706;1796646;1796774;1796666;1796649;1796700	1799727;1799796;1800137;1799830;1799830;1799830;1799830;1800088;1799830;1799830;1799830;1799832;1799830;1799832;1799832	14	6	ERR2224047;ERR2224050;SRR6960207;SRR6960209;SRR6960212;SRR6960213;SRR6960214;SRR6960215;SRR6960217;SRR6960218;SRR6960219;SRR6960221;SRR6960222;SRR6960223;SRR6960225	250
Pa_2_4070.G	NA	NA	NA	NA	NA	NA
Pa_2_4080.G	1805042	1801541	1	1	SRR6960213	75
Pa_2_4090.G	NA	NA	NA	NA	NA	NA
Pa_2_4100.G	1810082;1810114;1810120;1810124	1809386;1809397;1809397;1809402	4	3	SRR6960213;SRR6960221;SRR6960222;SRR6960225	100
Pa_2_4110.G	1810628	1811995	1	1	ERR2224050	100
Pa_2_4120.G	1813946;1813957	1817783;1817959	2	2	ERR2224050;ERR2224051	100
Pa_2_4130.G	1819808;1819809	1820801;1820747	2	2	SRR6960208;SRR6960215	250
Pa_2_4140.G	1824063;1824078	1820666;1820707	2	2	ERR2224051;SRR3197710	75
Pa_2_4150.G	1825244	1827465	1	1	SRR3197710	100
Pa_2_4160.G	1827661	1829568	1	1	ERR2224050	100
Pa_2_4170.G	1834581;1834685	1835339;1835970	2	2	ERR2224047;SRR6960212	25
Pa_2_4175.G	1836347;1836159;1836396	1838351;1838379;1837472	3	3	SRR3197701;SRR3197710;SRR6960208	25
Pa_2_4180.G	1838773	1840132	1	1	ERR2224047	1000
Pa_2_4190.G	1842155;1842157;1842187;1842175;1842175;1842196;1842165;1842180;1842175;1842164;1842158;1842179;1842203;1842165;1842177;1842254;1842168	1843478;1843474;1843533;1843542;1843602;1843551;1843620;1843536;1843562;1843561;1843536;1843529;1843533;1843575;1843542;1843537;1843537	14	13	SRR3197702;SRR3197703;SRR6960207;SRR6960208;SRR6960209;SRR6960210;SRR6960212;SRR6960213;SRR6960214;SRR6960215;SRR6960216;SRR6960218;SRR6960219;SRR6960221;SRR6960222;SRR6960223;SRR6960225	250
Pa_2_4200.G	1844587	1843744	1	1	SRR6960217	50
Pa_2_4210.G	NA	NA	NA	NA	NA	NA
Pa_2_4220.G	1851769;1850918;1850876;1851065	1853887;1853981;1853839;1853877	4	4	SRR6960207;SRR6960214;SRR6960218;SRR6960222	50
Pa_2_4230.G	1859164;1859235;1859173	1857322;1856407;1857283	3	3	SRR3197702;SRR6960217;SRR6960225	100
Pa_2_4240.G	1861679;1861562	1859379;1859477	2	2	ERR2224048;SRR3197702	50
Pa_2_4250.G	NA	NA	NA	NA	NA	NA
Pa_2_4260.G	1865765;1865753;1865774;1865780	1863528;1863652;1863648;1863652	4	3	SRR6960208;SRR6960209;SRR6960216;SRR6960219	10
Pa_2_4270.G	1867674;1867919	1866045;1866036	2	2	SRR6960219;SRR6960221	10
Pa_2_4280.G	NA	NA	NA	NA	NA	NA
Pa_2_4290.G	NA	NA	NA	NA	NA	NA
Pa_2_4300.G	1874913	1876403	1	1	SRR6960219	750
Pa_2_4310.G	NA	NA	NA	NA	NA	NA
Pa_2_4320.G	1882217;1882217	1880406;1880406	1	1	SRR3197710;SRR3197711	1000
Pa_2_4330.G	1882993;1882991	1884801;1884825	2	2	ERR2224050;ERR2224051	100
Pa_2_4340.G	1885444;1885452;1885398	1886435;1886434;1886434	3	2	SRR3197705;SRR3197708;SRR3197709	250
Pa_2_4350.G	NA	NA	NA	NA	NA	NA
Pa_2_4360.G	1888718;1888767;1888763;1888655	1890103;1890076;1890097;1890076	4	3	SRR3197710;SRR6960217;SRR6960219;SRR6960221	25
Pa_2_4370.G	1890510	1893035	1	1	SRR3197710	1000
Pa_2_4375.G	1893145	1894005	1	1	SRR3197701	250
Pa_2_4380.G	NA	NA	NA	NA	NA	NA
Pa_2_4390.G	1900897;1900932	1898448;1898424	2	2	ERR2224048;ERR2224051	750
Pa_2_4400.G	1907666;1907535	1910329;1910333	2	2	ERR2224050;ERR2224051	750
Pa_2_4410.G	1911090	1917759	1	1	ERR2224050	50
Pa_2_4420.G	1919274;1919269;1919261;1919238;1919317;1919281	1918047;1917783;1917783;1917782;1917784;1918041	6	5	ERR2224051;SRR3197701;SRR3197704;SRR3197705;SRR3197709;SRR6960225	25
Pa_2_4425.G	NA	NA	NA	NA	NA	NA
Pa_2_4430.G	NA	NA	NA	NA	NA	NA
Pa_2_4440.G	1925928	1924389	1	1	ERR2224050	750
Pa_2_4445.G	1931088;1930609;1930672	1929565;1929569;1929566	3	3	ERR2224048;SRR6960211;SRR6960214	10
Pa_2_4448.G	NA	NA	NA	NA	NA	NA
Pa_2_4450.G	1935960	1933104	1	1	SRR3197705	10
Pa_2_4460.G	1938566;1938457	1937528;1937528	2	1	SRR6960220;SRR6960222	2500
Pa_2_4470.G	1939076;1939086	1939842;1939848	2	2	SRR6960211;SRR6960214	7500
Pa_2_4480.G	1941205;1941252;1941241	1939772;1939763;1939768	3	3	SRR6960209;SRR6960219;SRR6960221	100
Pa_2_4490.G	1946817	1942285	1	1	SRR3197711	75
Pa_2_4510.G	1947641;1947849;1947681;1947659;1947659	1948913;1949092;1949059;1949092;1949083	4	4	SRR3197711;SRR6960211;SRR6960217;SRR6960222;SRR6960225	25
Pa_2_4520.G	1953739	1948909	1	1	ERR2224047	75
Pa_2_4530.G	1954165	1959248	1	1	ERR2224047	25
Pa_2_4540.G	1961817	1960448	1	1	SRR6960223	25
Pa_2_4545.G	NA	NA	NA	NA	NA	NA
Pa_2_4550.G	NA	NA	NA	NA	NA	NA
Pa_2_4560.G	1969611	1967475	1	1	SRR6960214	25
Pa_2_4570.G	1969948;1969817	1971898;1971943	2	2	SRR6960216;SRR6960217	25
Pa_2_4580.G	NA	NA	NA	NA	NA	NA
Pa_2_4590.G	1978544	1976265	1	1	SRR6960222	500
Pa_2_4600.G	1979487;1979391;1979558	1980846;1980835;1980845	3	3	ERR2224046;ERR2224047;SRR6960209	250
Pa_2_4610.G	1981160;1981169;1981163;1981172	1981978;1981957;1981969;1981959	4	4	SRR3197704;SRR3197705;SRR3197709;SRR3197710	50
Pa_2_4620.G	1986991;1987887	1983052;1983181	2	2	SRR3197710;SRR6960221	10
Pa_2_4630.G	1991923;1992141	1988431;1988535	2	2	ERR2224051;SRR6960219	100
Pa_2_4640.G	NA	NA	NA	NA	NA	NA
Pa_2_4650.G	1996074	1995420	1	1	ERR2224050	2500
Pa_2_4660.G	1997605	1999890	1	1	ERR2224048	250
Pa_2_4670.G	2000152	2001850	1	1	ERR2224050	2500
Pa_2_4680.G	2004738;2004704;2004736;2004728	2003054;2003064;2002986;2003107	4	4	SRR3197700;SRR3197704;SRR3197705;SRR3197709	50
Pa_2_4690.G	2007690;2007690	2005841;2005914	1	2	SRR3197705;SRR3197711	250
Pa_2_4700.G	2008201;2008339	2009975;2009979	2	2	SRR6960223;SRR6960225	250
Pa_2_4710.G	2011941;2011846;2011870;2011866;2011815;2011808;2011797;2011810;2011800	2009621;2010053;2010038;2010059;2010024;2009998;2010028;2009972;2009996	9	9	ERR2224048;SRR3197705;SRR3197710;SRR3197711;SRR6960213;SRR6960217;SRR6960218;SRR6960219;SRR6960221	100
Pa_2_4720.G	2012109	2014452	1	1	ERR2224051	100
Pa_2_4722.G	NA	NA	NA	NA	NA	NA
Pa_2_4724.G	NA	NA	NA	NA	NA	NA
Pa_2_4725.G	NA	NA	NA	NA	NA	NA
Pa_2_4730.G	2023566	2025005	1	1	SRR6960219	100
Pa_2_4740.G	NA	NA	NA	NA	NA	NA
Pa_2_4750.G	NA	NA	NA	NA	NA	NA
Pa_2_4760.G	2034958;2034951;2034918;2034924;2034914;2034878	2032373;2032515;2032365;2032490;2032509;2032517	6	6	SRR3197710;SRR3197711;SRR6960217;SRR6960219;SRR6960222;SRR6960223	10
Pa_2_4765.G	2036394	2037349	1	1	ERR2224048	100
Pa_2_4770.G	NA	NA	NA	NA	NA	NA
Pa_2_4780.G	NA	NA	NA	NA	NA	NA
Pa_2_4790.G	2045570;2045618	2046957;2046974	2	2	ERR2224048;SRR3197708	25
Pa_2_4795.G	2047608	2046973	1	1	SRR6960217	10
Pa_2_4800.G	NA	NA	NA	NA	NA	NA
Pa_2_4810.G	NA	NA	NA	NA	NA	NA
Pa_2_4820.G	2058221	2056523	1	1	SRR3197709	1000
Pa_2_4830.G	2063583	2059964	1	1	SRR3197710	75
Pa_2_4840.G	2063792	2064969	1	1	ERR2224046	50
Pa_2_4845.G	NA	NA	NA	NA	NA	NA
Pa_2_4850.G	2066525	2065961	1	1	SRR3197700	25
Pa_2_4855.G	NA	NA	NA	NA	NA	NA
Pa_2_4856.G	NA	NA	NA	NA	NA	NA
Pa_2_4860.G	2071619;2071671	2070554;2070553	2	2	SRR6960212;SRR6960223	7500
Pa_2_4870.G	NA	NA	NA	NA	NA	NA
Pa_2_4880.G	2081120;2081217	2083796;2083730	2	2	SRR3197710;SRR3197711	10
Pa_2_4890.G	2086014;2086150	2084369;2084382	2	2	ERR2224047;ERR2224051	75
Pa_2_4900.G	NA	NA	NA	NA	NA	NA
Pa_2_4910.G	2091488	2089162	1	1	ERR2224048	25
Pa_2_4920.G	2094168	2095519	1	1	SRR6960216	10
Pa_2_4930.G	2096594	2097551	1	1	SRR3197702	1000
Pa_2_4935.G	NA	NA	NA	NA	NA	NA
Pa_2_4940.G	NA	NA	NA	NA	NA	NA
Pa_2_4950.G	NA	NA	NA	NA	NA	NA
Pa_2_4955.G	NA	NA	NA	NA	NA	NA
Pa_2_4960.G	2106205;2106162	2108555;2108542	2	2	SRR3197704;SRR3197705	75
Pa_2_4965.G	2111636;2111660;2111676;2111669;2111646;2111616;2111660	2109570;2109533;2109233;2109231;2109250;2109504;2109523	6	7	SRR6960209;SRR6960214;SRR6960218;SRR6960219;SRR6960222;SRR6960223;SRR6960225	25
Pa_2_4969.G	2113866;2113086;2113838	2115227;2115306;2115227	3	2	ERR2224047;SRR3197710;SRR6960207	100
Pa_2_4970.G	2120631	2116594	1	1	ERR2224050	10
Pa_2_4980.G	2120846;2120874;2120868;2120886;2120877;2120868;2120890;2120891;2120829;2120894	2122294;2122285;2122266;2122280;2122278;2122262;2122258;2122262;2122291;2122320	9	9	ERR2224050;SRR3197704;SRR3197705;SRR3197708;SRR3197709;SRR3197710;SRR3197711;SRR6960217;SRR6960218;SRR6960222	100
Pa_2_4990.G	2131437;2131438;2131324;2131370	2135135;2135115;2135265;2135279	4	4	ERR2224047;ERR2224048;SRR6960217;SRR6960222	50
Pa_2_5000.G	NA	NA	NA	NA	NA	NA
Pa_2_5010.G	2149670;2149691;2149431	2146229;2146334;2146255	3	3	ERR2224050;ERR2224051;SRR3197704	100
Pa_2_5020.G	2154204;2154182;2153605;2154201	2150127;2150003;2150131;2150091	4	4	SRR3197704;SRR3197705;SRR3197708;SRR3197709	75
Pa_2_5030.G	2157648	2156021	1	1	ERR2224050	750
Pa_2_5040.G	2157735;2157767	2159143;2159134	2	2	ERR2224050;SRR3197701	250
Pa_2_5050.G	2160801;2160796;2160886;2160840;2160830;2160901;2160918	2163536;2163646;2163635;2163704;2163687;2163722;2163577	7	7	ERR2224050;SRR3197704;SRR3197710;SRR6960214;SRR6960217;SRR6960221;SRR6960222	100
Pa_2_5060.G	2167066;2167202	2164342;2164360	2	2	SRR6960217;SRR6960222	25
Pa_2_5070.G	2167546	2170179	1	1	ERR2224048	250
Pa_2_5090.G	NA	NA	NA	NA	NA	NA
Pa_2_5110.G	2178698;2178686	2176515;2176421	2	2	SRR6960219;SRR6960225	100
Pa_2_5120.G	2180079;2180140;2180177;2180154;2180125;2180110;2180119;2180095;2180117;2180137;2180117;2180180;2180220	2182985;2183008;2182988;2183008;2182990;2182986;2183018;2183009;2182989;2182990;2183007;2183008;2182999	12	10	ERR2224048;SRR3197702;SRR3197704;SRR3197705;SRR3197708;SRR3197709;SRR3197710;SRR3197711;SRR6960209;SRR6960217;SRR6960219;SRR6960221;SRR6960222	100
Pa_2_5125.G	2184346;2184359;2184336;2184361;2184323;2184333;2184306;2184327	2183252;2183277;2183204;2183249;2183253;2183247;2183256;2183249	8	7	SRR3197701;SRR3197704;SRR3197709;SRR6960215;SRR6960217;SRR6960218;SRR6960223;SRR6960225	25
Pa_2_5130.G	2184547	2185533	1	1	SRR6960213	75
Pa_2_5140.G	2185716	2187598	1	1	ERR2224047	25
Pa_2_5150.G	2188272	2187685	1	1	ERR2224050	1000
Pa_2_5160.G	NA	NA	NA	NA	NA	NA
Pa_2_5170.G	2194007	2191762	1	1	SRR3197710	75
Pa_2_5180.G	2198160;2198214	2195312;2195331	2	2	SRR6960217;SRR6960222	50
Pa_2_5190.G	2198302	2199450	1	1	SRR6960217	10
Pa_2_5200.G	2202762;2202613;2202246;2202862;2203168;2202987	2200032;2200235;2200227;2200172;2200239;2200231	6	6	SRR6960208;SRR6960214;SRR6960215;SRR6960217;SRR6960219;SRR6960222	25
Pa_2_5210.G	2204450	2205387	1	1	SRR3197710	250
Pa_2_5220.G	2212017	2206629	1	1	ERR2224047	25
Pa_2_5230.G	2215234;2215274;2215131;2215176;2215171;2215237;2215140;2215160;2215147;2215160	2213098;2212829;2213107;2213103;2213094;2213097;2213091;2213105;2213113;2213071	9	10	ERR2224046;ERR2224048;SRR3197701;SRR6960209;SRR6960216;SRR6960217;SRR6960218;SRR6960219;SRR6960221;SRR6960222	25
Pa_2_5240.G	2216045;2216083;2216063;2216041	2218402;2217944;2217944;2217943	4	3	ERR2224051;SRR3197710;SRR6960217;SRR6960219	100
Pa_2_5250.G	2218550	2224614	1	1	ERR2224051	75
Pa_2_5260.G	NA	NA	NA	NA	NA	NA
Pa_2_5270.G	2229263;2229248;2229265;2229308;2229210;2229293;2229247	2230580;2230632;2230803;2230610;2230624;2230654;2230689	7	7	SRR3197700;SRR3197704;SRR3197705;SRR3197708;SRR3197709;SRR6960219;SRR6960221	100
Pa_2_5280.G	2231515	2230671	1	1	ERR2224051	500
Pa_2_5290.G	2232380;2232371	2235365;2235409	2	2	ERR2224048;ERR2224051	250
Pa_2_5300.G	2238438	2239903	1	1	SRR3197702	750
Pa_2_5310.G	2240282	2241762	1	1	ERR2224050	20000
Pa_2_5320.G	NA	NA	NA	NA	NA	NA
Pa_2_5340.G	2245330;2245307;2245308;2245305;2245313	2243929;2243981;2243979;2243981;2243983	5	4	ERR2224050;SRR3197705;SRR3197706;SRR3197708;SRR3197709	100
Pa_2_5350.G	2248727	2245428	1	1	SRR6960217	10
Pa_2_5360.G	2249178	2251618	1	1	ERR2224050	250
Pa_2_5370.G	NA	NA	NA	NA	NA	NA
Pa_2_5380.G	NA	NA	NA	NA	NA	NA
Pa_2_5410.G	2258498	2260579	1	1	ERR2224051	100
Pa_2_5420.G	2263080	2260937	1	1	ERR2224050	750
Pa_2_5430.G	2263247	2264044	1	1	ERR2224050	250
Pa_2_5440.G	2266746	2264382	1	1	SRR3197705	10
Pa_2_5450.G	2269991	2271939	1	1	SRR3197704	1000
Pa_2_5460.G	2271989;2272078	2272958;2272970	2	2	ERR2224050;SRR3197701	100
Pa_2_5470.G	2279714	2273849	1	1	ERR2224047	100
Pa_2_5480.G	2282977	2281025	1	1	ERR2224050	500
Pa_2_5490.G	2285936	2283755	1	1	ERR2224050	1000
Pa_2_5500.G	2287650	2292235	1	1	SRR3197709	10
Pa_2_5510.G	2293065	2292426	1	1	ERR2224050	500
Pa_2_5520.G	2293210;2293364	2295452;2295493	2	2	ERR2224047;SRR6960217	25
Pa_2_5525.G	2295507	2297247	1	1	SRR6960217	25
Pa_2_5526.G	NA	NA	NA	NA	NA	NA
Pa_2_5530.G	NA	NA	NA	NA	NA	NA
Pa_2_5540.G	2302799;2302801;2302769;2302743;2302757;2302780	2300602;2300622;2300607;2300609;2300602;2300589	6	5	ERR2224050;SRR3197704;SRR3197705;SRR3197709;SRR3197710;SRR3197711	100
Pa_2_5550.G	2304248	2303205	1	1	SRR3197710	75
Pa_2_5560.G	2305272	2311701	1	1	ERR2224051	50
Pa_2_5570.G	2312009	2314594	1	1	SRR6960208	100
Pa_2_5580.G	2316138	2314499	1	1	ERR2224050	250
Pa_2_5590.G	2316771	2318660	1	1	ERR2224048	10
Pa_2_5600.G	NA	NA	NA	NA	NA	NA
Pa_2_5610.G	2326048	2324258	1	1	ERR2224051	75
Pa_2_5620.G	2326742	2330036	1	1	ERR2224051	100
Pa_2_5625.G	NA	NA	NA	NA	NA	NA
Pa_2_5630.G	2331677;2331685;2331672;2331671	2330732;2330749;2330740;2330749	4	3	SRR3197710;SRR6960213;SRR6960219;SRR6960221	250
Pa_2_5640.G	2331871;2331916;2332025;2331900;2331910;2331878;2331882;2331916	2333156;2333156;2333156;2333156;2333156;2333156;2333156;2333358	7	2	ERR2224051;SRR3197700;SRR3197704;SRR3197705;SRR3197709;SRR3197710;SRR3197711;SRR6960219	250
Pa_2_5650.G	2334966	2333182	1	1	ERR2224051	500
Pa_2_5660.G	2336147	2338331	1	1	ERR2224051	25
Pa_2_5670.G	2339635;2339618;2339659;2339622;2339615;2339622	2338425;2338392;2338365;2338393;2338374;2338391	5	6	ERR2224050;SRR3197700;SRR3197704;SRR3197705;SRR3197708;SRR3197710	100
Pa_2_5675.G	NA	NA	NA	NA	NA	NA
Pa_2_5680.G	NA	NA	NA	NA	NA	NA
Pa_2_5690.G	2345232	2343704	1	1	SRR3197703	25
Pa_2_5700.G	2345419	2346612	1	1	ERR2224051	250
Pa_2_5705.G	2346997	2348050	1	1	SRR6960209	75
Pa_2_5710.G	2349313;2349401;2349412;2349396	2348201;2348465;2348436;2348548	4	4	SRR3197700;SRR6960209;SRR6960218;SRR6960219	250
Pa_2_5713.G	2349662	2350152	1	1	ERR2224050	25
Pa_2_5720.G	NA	NA	NA	NA	NA	NA
Pa_2_5730.G	2354828	2353380	1	1	ERR2224048	1000
Pa_2_5740.G	NA	NA	NA	NA	NA	NA
Pa_2_5760.G	NA	NA	NA	NA	NA	NA
Pa_2_5770.G	2364781;2364815;2364821;2364816;2364790;2364785;2364833;2364792	2361661;2361670;2361704;2361703;2361661;2361741;2361689;2361692	8	7	SRR3197700;SRR3197702;SRR3197703;SRR3197704;SRR3197705;SRR6960209;SRR6960219;SRR6960221	100
